Store Number,Convenience,Shopping,Specialty,Unsought,Other,Percentage Investment
36101,11965,879,8453,2633,10455,13.2
36101,10028,518,7036,2474,8938,13.2
36101,13818,474,5049,8295,12829,13.2
36101,31273,1411,22575,7287,31657,13.2
36103,48965,658,12989,35318,55518,7.6
36103,120455,4574,62065,53816,117003,7.6
36103,89355,4227,32005,53123,91390,7.6
36103,103897,2329,39611,61957,103861,7.6
36103,114178,2631,56763,54784,106853,7.6
36103,106474,2402,37063,67009,105286,7.6
36103,67353,4375,41216,21762,67568,7.6
36103,156061,4542,53392,98127,146376,7.6
36103,122476,4470,57915,60091,119350,7.6
36103,57579,716,22220,34643,55626,7.6
36103,67442,1122,25552,40768,72631,7.6
36103,79821,1865,34659,43297,75687,7.6
36103,26681,304,8473,17904,26568,7.6
36103,201500,2541,57077,141882,211063,7.6
36103,85192,1907,35523,47762,82039,7.6
36103,312143,6474,143686,161983,298078,7.6
36103,42269,467,4884,36918,38553,7.6
36103,235287,5566,108340,121381,236923,7.6
36103,231860,7278,108773,115809,242395,7.6
36103,227899,7594,129398,90907,207932,7.6
36103,41163,780,16218,24165,40179,7.6
36103,2519,29,26,2464,2665,7.6
36103,27144,415,2404,24325,26404,7.6
36103,18266,127,949,17190,17464,7.6
36103,67273,946,3246,63081,65783,7.6
36103,37652,366,2449,34837,35744,7.6
36103,79464,970,22219,56275,77332,7.6
36103,238348,3501,43596,191251,233839,7.6
36103,123265,3516,26005,93744,120706,7.6
36103,60133,1027,18651,40455,57528,7.6
36103,64945,397,4950,59598,62263,7.6
36103,187543,2018,54364,131161,184131,7.6
36103,159245,4848,46256,108141,155632,7.6
36103,388731,20683,261064,106984,371087,7.6
36103,78841,1417,27022,50402,87165,7.6
36103,112531,1884,44923,65724,107735,7.6
36103,67595,966,22034,44595,66672,7.6
36103,106256,1490,20565,84201,102203,7.6
36103,182466,2858,64181,115427,170146,7.6
36103,121069,2028,42917,76124,111633,7.6
36103,209028,9328,112363,87337,217551,7.6
36103,5509,11,375,5123,4955,7.6
36103,154031,3381,67469,83181,153611,7.6
36103,161583,2109,24361,135113,157004,7.6
36103,179439,5573,80261,93605,173145,7.6
36103,133104,4492,35965,92647,159875,7.6
36103,65266,614,14856,49796,70746,7.6
36103,88845,1233,31938,55674,90469,7.6
36103,10321,90,794,9437,11657,7.6
36103,84680,1147,23739,59794,84760,7.6
36103,239640,3451,66655,169534,228560,7.6
36103,67647,1091,7874,58682,67066,7.6
36103,12283,64,677,11542,11901,7.6
36103,1785,0,11,1774,1437,7.6
36103,18978,327,1314,17337,18174,7.6
36103,22932,219,2286,20427,21410,7.6
36103,53638,710,2814,50114,54382,7.6
36103,7451,23,340,7088,7018,7.6
36103,52092,1348,8064,42680,54000,7.6
36103,12488,136,692,11660,12219,7.6
36103,899,0,33,866,874,7.6
36103,5598,69,574,4955,5270,7.6
36103,3523,2,289,3232,3182,7.6
36103,28879,475,3184,25220,27819,7.6
36103,40220,488,4685,35047,37373,7.6
36103,16537,545,2057,13935,15708,7.6
36103,96831,1326,43378,52127,91796,7.6
36103,9216,24,402,8790,9346,7.6
36105,42631,3024,20658,18949,47894,16.9
36105,17170,600,6626,9944,16703,16.9
36105,46875,1962,25145,19768,43840,16.9
36105,86026,4856,37009,44161,87127,16.9
36105,31756,868,10205,20683,28295,16.9
36105,9466,874,3511,5081,8940,16.9
36105,16657,554,7502,8601,14742,16.9
36105,35122,1158,15742,18222,34264,16.9
36107,17581,714,11957,4910,17874,12.7
36107,25192,1124,17015,7053,24934,12.7
36107,72771,29063,23766,19942,73742,12.7
36107,22380,797,15182,6401,21410,12.7
36107,20143,952,13956,5235,17374,12.7
36107,29437,1442,21269,6726,32200,12.7
36109,39263,1424,21809,16030,36046,18.5
36109,21644,994,14220,6430,21301,18.5
36109,126111,4428,36346,85337,118532,18.5
36109,29252,618,10008,18626,29985,18.5
36109,18782,898,12543,5341,17694,18.5
36109,26470,786,15703,9981,23251,18.5
36111,170803,6696,67629,96478,178621,13.9
36111,41689,1183,15600,24906,40075,13.9
36111,61118,1510,25347,34261,57224,13.9
36111,55017,1148,18503,35366,52213,13.9
36111,56481,1086,16443,38952,55233,13.9
36111,51189,1025,10511,39653,50564,13.9
36111,62599,2236,25656,34707,59673,13.9
36111,71584,1969,32321,37294,66648,13.9
36111,46155,1884,21456,22815,44207,13.9
36113,8455,119,959,7377,7726,11.7
36113,21780,532,2616,18632,22153,11.7
36113,13185,519,3973,8693,13299,11.7
36113,44350,1919,19622,22809,42429,11.7
36113,9487,327,3641,5519,9191,11.7
36113,20472,847,9215,10410,18545,11.7
36113,4388,230,1472,2686,4233,11.7
36113,56593,2148,25077,29368,58842,11.7
36113,20732,853,11860,8019,20679,11.7
36115,12397,487,7724,4186,11313,11.1
36115,11571,400,6630,4541,10731,11.1
36115,11210,724,7045,3441,10319,11.1
36115,27573,1221,18713,7639,25156,11.1
36115,20183,651,9663,9869,25323,11.1
36115,11139,467,7472,3200,10242,11.1
36115,44635,2955,30962,10718,42889,11.1
36115,12303,478,6978,4847,11231,11.1
36115,15572,806,9591,5175,14812,11.1
36115,20493,738,11880,7875,19857,11.1
36115,2155,31,403,1721,2033,11.1
36117,47899,2596,33734,11569,43040,10.4
36117,21129,1553,15028,4548,20011,10.4
36117,24513,4566,14906,5041,25183,10.4
36117,19617,642,13207,5768,17412,10.4
36117,44585,1158,18871,24556,45981,10.4
36117,39297,1767,20728,16802,39912,10.4
36117,29859,1908,18564,9387,28007,10.4
36117,27160,1646,17444,8070,30922,10.4
36117,23489,948,13167,9374,20924,10.4
36117,21287,1009,15760,4518,20118,10.4
36117,21440,567,11856,9017,21194,10.4
36121,28704,798,18650,9256,25392,10
36121,19036,760,13517,4759,21359,10
36121,4839,136,2787,1916,4544,10
36121,17971,702,11689,5580,16272,10
36121,20568,828,12967,6773,17839,10
36123,35544,1659,16640,17245,32901,14.1
36123,17866,1311,11047,5508,17304,14.1
37101,285036,28170,193659,63207,311093,13.2
37103,15287,2189,10351,2747,15696,21.5
37105,89846,10904,58484,20458,93254,16.9
37107,80799,11449,57270,12080,82911,20.6
37109,98275,10118,64917,23240,100463,12.7
37111,57463,7381,40002,10080,61207,18.4
37113,43558,5432,27199,10927,46913,16.4
37115,25058,2272,18151,4635,25192,18.8
37117,37188,4810,24322,8056,37453,22.5
37119,1389280,146058,766688,476534,1481685,12.3
37121,20477,1828,15068,3581,20531,16.4
37123,41604,7720,26684,7200,42409,21.4
37125,111983,12406,69577,30000,117276,11.4
37127,141679,21574,93456,26649,145783,16.5
37129,249577,25568,145114,78895,266343,17.3
37131,24180,2258,16883,5039,25207,22.4
37133,218409,25647,135637,57125,228430,13.7
37135,147137,8178,62932,76027,150501,12.8
37135,83363,5732,43468,34163,86706,12.8
37137,17108,1966,10950,4192,16561,18.5
37139,56153,7215,36415,12523,57483,17
37141,80250,10567,51365,18318,87758,15
37143,18524,2355,12696,3473,18931,16.9
37145,47661,6104,28085,13472,46203,15.4
37147,209072,27245,135191,46636,215459,21.5
37149,27820,3147,16847,7826,28969,14.5
37151,43616,5745,27753,10118,42928,14.4
37151,148584,19049,102149,27386,150289,14.4
37153,70968,11031,49056,10881,72102,24.9
37155,216622,41296,151347,23979,211275,27.8
37157,115020,15066,76095,23859,113122,18.1
37159,177198,22145,111450,43603,176135,16.5
37161,80685,12271,53387,15027,80580,18.6
37163,28682,4299,17847,6536,28207,19.6
37163,75196,10406,52978,11812,77021,19.6
37165,63656,10112,41035,12509,64862,27.6
37167,75151,7961,51823,15367,75668,13.1
37169,59732,6308,40476,12948,61663,12.4
37171,12592,994,8118,3480,12768,17
37171,16969,2645,10412,3912,16787,17
37171,76638,9387,51688,15563,77334,17
37173,22575,4722,14854,2999,23246,16.7
37175,38343,4412,20459,13472,38140,16.6
37177,9036,1133,6917,986,8984,27.3
37179,367273,23703,218571,124999,381903,9
37181,64686,10661,44397,9628,65258,24.2
37183,1380356,109144,838578,432634,1686851,9.2
37185,27774,4265,17547,5962,27015,26.4
37187,19232,3669,12736,2827,19885,26.1
37189,45811,3767,27252,14792,47235,24.3
37191,162322,23414,115755,23153,164301,20.6
37193,90398,12828,60090,17480,92244,16.8
37195,107842,14862,68413,24567,107826,22.3
37197,49737,6018,34928,8791,51233,14
37199,23751,3121,16115,4515,24345,19.1
38101,5510,141,2815,2554,7590,8.8
38101,5645,435,2733,2477,7637,8.8
38101,110579,5393,65062,40124,135930,8.8
38101,6954,216,3475,3263,23641,8.8
38101,2216,119,1172,925,2036,8.8
38101,5333,93,3830,1410,5868,8.8
38101,8445,166,3664,4615,22385,8.8
38101,7904,7686,0,218,7154,8.8
38101,6666,3616,1212,1838,6670,8.8
38101,8637,320,5784,2533,8321,8.8
38103,2982,78,1595,1309,2909,10.5
38103,5844,245,3653,1946,5759,10.5
38103,510,357,50,103,554,10.5
38105,3525,232,2331,962,3667,6.8
38105,9908,147,2526,7235,13891,6.8
38105,6338,208,2818,3312,5330,6.8
38105,10706,130,4146,6430,7096,6.8
38105,11023,496,3909,6618,11668,6.8
38105,84955,2299,24064,58592,94453,6.8
38105,134,0,78,56,134,6.8
38105,10665,1578,6783,2304,11257,6.8
39161,12214,788,5554,5872,10580,8.9
39161,27032,1863,12890,12279,23466,8.9
39161,12762,638,4661,7463,9790,8.9
39161,11261,404,4597,6260,8770,8.9
39101,59012,7920,38100,12992,59994,14.8
39101,8745,489,3164,5092,8795,14.8
39101,12570,1079,3679,7812,11400,14.8
39101,16652,783,6712,9157,13453,14.8
39101,20423,545,13185,6693,14100,14.8
39103,81893,4022,32760,45111,77237,6.5
39103,41606,880,8560,32166,37470,6.5
39103,93577,3187,27820,62570,79509,6.5
39103,56302,2813,22367,31122,48454,6.5
39103,4246,0,922,3324,3587,6.5
39103,34775,1589,9927,23259,30045,6.5
39103,17754,90,8176,9488,16809,6.5
39105,25824,3366,17182,5276,23906,21.1
39107,36624,3042,14607,18975,34107,8.2
39107,15949,560,7864,7525,14278,8.2
39107,12289,384,5991,5914,10958,8.2
39107,10575,281,5506,4788,8916,8.2
39107,14158,603,6375,7180,12565,8.2
39107,11147,301,6128,4718,9897,8.2
39107,5712,737,438,4537,5997,8.2
39109,13169,308,4530,8331,10631,9.5
39109,15701,465,9509,5727,22142,9.5
39109,16568,389,5669,10510,13741,9.5
39109,7805,291,3052,4462,7298,9.5
39109,45361,3994,19889,21478,45059,9.5
39109,28898,830,10224,17844,25678,9.5
39109,18472,919,7776,9777,17840,9.5
39109,14039,9,579,13451,14295,9.5
39109,21251,797,11329,9125,18828,9.5
39111,34950,2784,15562,16604,30263,15.2
39113,16976,627,7058,9291,15408,18.2
39113,41476,2434,9673,29369,34016,18.2
39113,242377,28489,136857,77031,275461,18.2
39113,21906,705,9694,11507,20345,18.2
39113,14553,916,7315,6322,12519,18.2
39113,113571,5176,33724,74671,104077,18.2
39113,48614,4563,27334,16717,47857,18.2
39113,38783,4216,23460,11107,40510,18.2
39113,66715,4578,20296,41841,75125,18.2
39113,32026,540,9112,22374,28578,18.2
39113,110680,3568,24094,83018,104365,18.2
39113,82253,4816,34490,42947,65491,18.2
39113,43581,3934,20554,19093,50081,18.2
39113,65923,3134,30190,32599,78130,18.2
39113,33334,1495,2130,29709,31869,18.2
39113,38298,3048,17362,17888,35543,18.2
39115,24960,2488,15728,6744,23471,18.7
39117,14151,1195,7032,5924,13109,12.2
39117,14310,1159,5761,7390,12301,12.2
39117,16287,854,8351,7082,13757,12.2
39119,25362,2494,12936,9932,24633,14.8
39119,24187,2930,12295,8962,23169,14.8
39119,21498,1298,10417,9783,20755,14.8
39119,47954,6774,28074,13106,46212,14.8
39119,20026,1550,2118,16358,20606,14.8
39119,25509,1476,12528,11505,25095,14.8
39119,25442,1815,9322,14305,21854,14.8
39119,33437,1577,19866,11994,29814,14.8
39121,10448,716,5361,4371,9079,15.1
39121,15761,1037,5757,8967,11524,15.1
39123,14350,720,6576,7054,13476,10.4
39123,11282,401,1563,9318,14692,10.4
39123,310,0,30,280,248,10.4
39123,38,0,35,3,58,10.4
39123,25358,1772,5825,17761,22729,10.4
39123,2996,53,269,2674,3801,10.4
39123,21777,1005,8616,12156,18743,10.4
39123,13113,682,5794,6637,12630,10.4
39125,8880,440,4519,3921,7964,10.7
39125,19771,1444,9857,8470,17791,10.7
39125,13617,743,5682,7192,12227,10.7
39125,4810,482,287,4041,4803,10.7
39127,14155,1655,9209,3291,12667,17
39127,23840,3590,15683,4567,24212,17
39127,25884,2025,12782,11077,24296,17
39129,32258,4319,13200,14739,28828,13.2
39129,4426,0,450,3976,4446,13.2
39129,22284,1322,9475,11487,20057,13.2
39129,44255,2188,19918,22149,42621,13.2
39129,20027,949,8251,10827,16955,13.2
39131,17652,1644,11681,4327,17665,20.5
39131,23604,2230,13266,8108,23436,20.5
39131,12191,1529,9013,1649,10592,20.5
39131,7296,478,4898,1920,7090,20.5
39133,13423,819,6523,6081,10948,13.5
39133,39083,771,9358,28954,35546,13.5
39133,22875,1412,11507,9956,21680,13.5
39133,15028,1191,6989,6848,13677,13.5
39133,55628,3066,17920,34642,48822,13.5
39133,33800,3342,17712,12746,30453,13.5
39133,13629,516,5580,7533,13300,13.5
39133,21108,1726,11230,8152,19666,13.5
39133,38691,1139,18587,18965,52242,13.5
39133,22114,1138,8564,12412,19585,13.5
39133,9183,934,6231,2018,8385,13.5
39133,13318,604,5330,7384,11941,13.5
39133,11800,478,5038,6284,10448,13.5
39135,17119,1069,8350,7700,15085,11
39135,1327,40,621,666,1354,11
39135,27774,1754,11177,14843,24968,11
39135,11281,550,4903,5828,9610,11
39135,4566,0,329,4237,4146,11
39135,11235,564,5139,5532,9470,11
39135,14406,722,6633,7051,12291,11
39137,11765,465,6036,5264,10057,8.3
39137,7654,425,3999,3230,6292,8.3
39137,4845,182,2239,2424,4077,8.3
39137,7756,210,3073,4473,6624,8.3
39137,9237,625,4927,3685,7074,8.3
39137,6598,184,3329,3085,5450,8.3
39137,17229,1252,7256,8721,18050,8.3
39137,6074,212,2705,3157,5491,8.3
39137,8414,343,3470,4601,6916,8.3
39137,5327,1383,480,3464,5197,8.3
39139,25271,1112,11390,12769,23013,15.8
39139,7409,386,3063,3960,6210,15.8
39139,62237,7431,34004,20802,61142,15.8
39139,24095,1667,10972,11456,21529,15.8
39139,20354,1040,5400,13914,18507,15.8
39139,11829,868,2819,8142,10937,15.8
39139,19466,1157,9095,9214,17763,15.8
39139,24022,531,12103,11388,18259,15.8
39141,42066,4520,18134,19412,33296,18.6
39141,13139,958,8311,3870,12445,18.6
39141,16955,1371,12782,2802,13952,18.6
39141,10833,1044,6976,2813,10097,18.6
39141,23035,2319,10986,9730,24906,18.6
39141,8951,1283,769,6899,9226,18.6
39141,20074,1303,11589,7182,21631,18.6
39141,14374,946,6776,6652,13272,18.6
39143,26903,1794,13651,11458,25879,11.6
39143,49295,4152,19293,25850,46626,11.6
39143,11064,529,5922,4613,10881,11.6
39143,15783,520,9591,5672,13701,11.6
39145,12424,1137,8335,2952,10781,22.1
39145,7942,564,3848,3530,6898,22.1
39145,8187,675,4771,2741,8687,22.1
39145,16721,1103,10924,4694,16337,22.1
39145,6685,954,2955,2776,5901,22.1
39145,14370,1385,9088,3897,11704,22.1
39145,18435,1548,13353,3534,16037,22.1
39145,15894,1172,7443,7279,15995,22.1
39145,4929,389,541,3999,5391,22.1
39145,11559,1337,5715,4507,10478,22.1
39147,12371,539,5061,6771,10586,12.9
39147,9946,376,3356,6214,8661,12.9
39147,5107,209,2680,2218,4458,12.9
39147,8166,536,3255,4375,7223,12.9
39147,30137,1765,13930,14442,26667,12.9
39147,19280,1298,1322,16660,19759,12.9
39173,25251,2560,14855,7836,21292,11.4
39173,37002,2012,11755,23235,32518,11.4
39173,9997,513,4463,5021,10224,11.4
39173,59553,1270,14770,43513,63115,11.4
39173,21816,628,13210,7978,16097,11.4
39173,25391,1054,7675,16662,22595,11.4
39173,22375,735,6780,14860,20406,11.4
39173,12242,1629,488,10125,12109,11.4
39173,14532,624,7277,6631,14371,11.4
39173,17441,960,6304,10177,16376,11.4
39173,37066,1063,18314,17689,33005,11.4
39149,14623,373,6725,7525,12018,9.4
39149,7959,341,2665,4953,9285,9.4
39149,7506,424,2607,4475,8016,9.4
39149,11031,321,4870,5840,9099,9.4
39149,11385,455,5674,5256,8871,9.4
39149,11507,366,6509,4632,6577,9.4
39149,5427,172,2638,2617,4534,9.4
39149,41123,3098,21853,16172,42962,9.4
39151,39750,4680,24438,10632,35309,13.2
39151,142997,16204,91680,35113,130072,13.2
39151,30652,2422,13009,15221,40296,13.2
39151,65825,2271,13693,49861,58168,13.2
39151,46086,1328,25739,19019,38427,13.2
39151,32362,1735,16197,14430,30067,13.2
39151,55050,4384,29282,21384,47512,13.2
39151,22478,1815,12135,8528,19402,13.2
39151,50816,2064,19662,29090,48376,13.2
39151,10062,459,5808,3795,9273,13.2
39151,15173,630,6689,7854,14032,13.2
39151,25586,1759,11111,12716,24579,13.2
39151,33531,2355,2976,28200,25557,13.2
39151,18948,1226,10020,7702,17088,13.2
39151,13199,318,9179,3702,13038,13.2
39157,18392,1189,11109,6094,17831,12.7
39157,13319,1188,4977,7154,12346,12.7
39157,26717,2047,11085,13585,26317,12.7
39157,21473,1440,11688,8345,17976,12.7
39157,14247,1760,7886,4601,12206,12.7
39157,33546,2296,12859,18391,31380,12.7
39157,6949,350,3034,3565,6631,12.7
39157,16704,810,7052,8842,14859,12.7
39157,23421,1981,15904,5536,21458,12.7
39157,14082,1123,1215,11744,14103,12.7
39157,15954,769,7337,7848,17388,12.7
39153,391014,34865,203817,152332,404314,13.7
39153,56253,4066,30619,21568,48027,13.7
39153,39365,803,6727,31835,38084,13.7
39153,31286,1474,5373,24439,28022,13.7
39153,40891,1317,6975,32599,36884,13.7
39153,31373,1342,6346,23685,41191,13.7
39153,54473,3386,17974,33113,55388,13.7
39153,72007,1679,20146,50182,66137,13.7
39153,48927,1250,11303,36374,46804,13.7
39153,32735,1322,15560,15853,43845,13.7
39153,60661,2043,18986,39632,63025,13.7
39153,30938,1450,11593,17895,29962,13.7
39153,50024,1914,14901,33209,48316,13.7
39153,15551,1597,1485,12469,15661,13.7
39153,8112,133,3398,4581,8306,13.7
39155,4529,997,1731,1801,4203,17.6
39155,8272,689,4385,3198,6800,17.6
39155,12572,1486,6024,5062,10908,17.6
39155,22888,758,9430,12700,14961,17.6
39155,20244,1062,8823,10359,17860,17.6
39155,10018,577,3200,6241,8493,17.6
39155,21192,1399,12399,7394,19094,17.6
39155,32186,1831,10629,19726,30207,17.6
39155,20824,1289,10038,9497,21227,17.6
39155,17509,1198,6217,10094,14871,17.6
39155,8232,318,2448,5466,7133,17.6
39155,9365,442,5607,3316,7581,17.6
39155,12949,913,7696,4340,12800,17.6
39155,29886,2622,17391,9873,30957,17.6
39155,7627,411,3644,3572,6235,17.6
39155,79438,11815,50798,16825,76969,17.6
39155,15013,1219,8209,5585,14056,17.6
39155,11294,606,5249,5439,10775,17.6
39155,18558,116,1316,17126,16188,17.6
39155,10191,701,5228,4262,8969,17.6
39155,9855,641,5533,3681,9871,17.6
39155,17793,1301,8976,7516,15886,17.6
39159,68661,2966,29148,36547,57741,6.1
39159,14698,436,3577,10685,12706,6.1
39159,18267,793,7959,9515,17245,6.1
39163,27998,3040,18220,6738,26404,20.8
39165,18676,1010,9303,8363,17089,5.4
39165,57918,1273,18964,37681,54656,5.4
39165,36532,2375,15929,18228,35448,5.4
39165,49194,1720,14652,32822,51042,5.4
39165,76474,1978,40051,34445,83277,5.4
39165,54801,2019,16500,36282,44722,5.4
39165,128271,2379,49015,76877,118837,5.4
39165,17196,499,5271,11426,14737,5.4
39165,20986,734,1173,19079,18991,5.4
39165,20422,639,7538,12245,17707,5.4
39167,12066,1449,6125,4492,11445,13.7
39167,13343,761,4603,7979,11524,13.7
39167,30627,3297,11461,15869,28869,13.7
39167,8898,696,5879,2323,7958,13.7
39167,23499,1325,13626,8548,27117,13.7
39167,8591,357,2080,6154,8482,13.7
39167,9422,914,4314,4194,8758,13.7
39169,15518,1220,5989,8309,13640,11.9
39169,10840,578,3937,6325,10941,11.9
39169,15101,669,7211,7221,13650,11.9
39169,16502,724,7721,8057,16064,11.9
39169,21269,1500,8215,11554,18764,11.9
39169,12740,807,7275,4658,11432,11.9
39169,19020,2015,6157,10848,17600,11.9
39169,54283,3180,17892,33211,45258,11.9
39169,2575,211,846,1518,2890,11.9
39169,20150,1142,8211,10797,19064,11.9
39169,16854,1160,7357,8337,16036,11.9
39171,34855,1389,18423,15043,44009,9.7
39171,7149,536,3914,2699,7102,9.7
39171,8617,432,4327,3858,7143,9.7
39171,8678,415,4412,3851,6936,9.7
39171,13267,853,7864,4550,10459,9.7
39171,7277,472,3205,3600,5824,9.7
39171,11513,394,7575,3544,11841,9.7
39175,11904,484,6376,5044,29890,8.6
39175,12405,495,5284,6626,11115,8.6
39175,19858,1070,8120,10668,18673,8.6
40129,5161,237,1334,3590,4882,13
40129,5811,467,1644,3700,5453,13
40129,3532,427,785,2320,5376,13
40125,1076,129,597,350,1332,18
40125,2520,329,1500,691,2474,18
40125,10058,843,6636,2579,10055,18
40125,5660,457,3734,1469,5780,18
40125,2161,258,1315,588,2302,18
40125,4072,400,1015,2657,6047,18
40125,14654,2142,9213,3299,15028,18
40125,2430,339,1571,520,2545,18
40125,3370,857,1798,715,3328,18
40125,5400,961,1867,2572,5758,18
40125,2557,582,1733,242,2355,18
40125,35224,5302,19545,10377,34210,18
40125,2987,320,1899,768,2859,18
40125,18235,3175,11906,3154,17979,18
40125,2111,599,982,530,2058,18
40101,2349,297,1338,714,2348,21.4
40101,1921,244,1163,514,2500,21.4
40101,51637,7305,25269,19063,52592,21.4
40101,16029,1419,6034,8576,15197,21.4
40101,7059,937,4150,1972,7177,21.4
40101,14546,1406,8628,4512,13999,21.4
40101,6055,688,4105,1262,5993,21.4
40101,4395,844,2805,746,4308,21.4
40101,1096,199,717,180,1059,21.4
40101,6818,1140,4166,1512,7420,21.4
40101,2738,357,1464,917,2811,21.4
40103,1045,98,277,670,1128,13.4
40103,5441,514,1982,2945,5618,13.4
40103,9719,863,4142,4714,10055,13.4
40103,6374,849,1057,4468,6009,13.4
40105,8653,1026,4723,2904,8326,17.4
40105,2123,240,1416,467,2355,17.4
40105,6305,701,3704,1900,6121,17.4
40107,923,151,517,255,1153,25.1
40107,2578,474,1660,444,2822,25.1
40107,10361,3011,5139,2211,10418,25.1
40107,2443,227,983,1233,2373,25.1
40107,4908,779,2545,1584,4614,25.1
40107,1818,514,877,427,2654,25.1
40109,13562,989,9728,2845,13741,16.3
40109,44626,3293,22297,19036,45505,16.3
40109,12559,1846,5595,5118,13624,16.3
40109,3684,872,1797,1015,3361,16.3
40109,50926,1378,17455,32093,47177,16.3
40109,211715,9931,64669,137115,211762,16.3
40109,17597,1738,9464,6395,14928,16.3
40109,8863,766,4612,3485,7832,16.3
40109,8466,841,2233,5392,9848,16.3
40109,119322,12958,61940,44424,122303,16.3
40109,9275,1388,4155,3732,10964,16.3
40109,6739,181,588,5970,7760,16.3
40109,386563,62119,170450,153994,398155,16.3
40109,175657,17968,80723,76966,177399,16.3
40109,42154,4810,11786,25558,40447,16.3
40111,11109,2035,5889,3185,11128,20.7
40111,3444,560,2411,473,3186,20.7
40111,10907,1384,6556,2967,11264,20.7
40111,8721,1555,5464,1702,9001,20.7
40111,14149,2858,7593,3698,18237,20.7
40111,4372,567,2880,925,4207,20.7
40111,1462,284,859,319,1542,20.7
40111,3011,443,1905,663,3162,20.7
40111,2321,405,1490,426,2349,20.7
40113,810,108,254,448,758,15.5
40113,3941,398,1817,1726,4206,15.5
40113,998,100,376,522,877,15.5
40113,5220,823,2666,1731,5225,15.5
40113,1494,134,472,888,1417,15.5
40113,2064,225,1143,696,2348,15.5
40113,7452,1089,3739,2624,7611,15.5
40113,2853,369,1311,1173,3102,15.5
40113,2316,180,1192,944,2519,15.5
40113,1258,154,530,574,1108,15.5
40113,4689,606,2841,1242,4545,15.5
40113,1940,1322,158,460,1959,15.5
40113,2379,282,868,1229,2303,15.5
40115,4892,720,3023,1149,4767,19.1
40115,7316,1108,4754,1454,7639,19.1
40115,5443,740,3388,1315,4940,19.1
40115,19532,2824,12517,4191,18840,19.1
40115,5446,1171,3245,1030,5365,19.1
40115,6504,978,4059,1467,7333,19.1
40115,926,159,388,379,891,19.1
40117,13896,1623,8070,4203,13167,16.6
40117,2198,514,1048,636,2068,16.6
40117,6623,804,3795,2024,6646,16.6
40119,19227,1241,3869,14117,24584,25.1
40119,3373,345,1422,1606,3305,25.1
40119,12631,895,6936,4800,12860,25.1
40119,4734,549,2228,1957,4556,25.1
40119,56964,4423,22802,29739,52314,25.1
40119,4205,538,2100,1567,3987,25.1
40119,4128,2519,493,1116,4132,25.1
40119,1292,100,794,398,1254,25.1
40121,4853,757,1962,2134,4844,14.4
40121,4163,584,2195,1384,4137,14.4
40121,3311,479,1514,1318,3179,14.4
40121,3442,624,1922,896,3522,14.4
40121,6978,1329,4043,1606,7643,14.4
40121,1567,253,574,740,1476,14.4
40121,2561,300,793,1468,2541,14.4
40121,4568,408,868,3292,4726,14.4
40121,24910,4025,15028,5857,27150,14.4
40121,1683,408,859,416,1740,14.4
40121,4614,747,2511,1356,4496,14.4
40121,3395,426,2232,737,3276,14.4
40121,1576,220,803,553,1644,14.4
40121,3296,368,1278,1650,5866,14.4
40123,23739,2838,13511,7390,24326,16.3
40123,4305,559,2096,1650,4225,16.3
40123,14997,1853,9407,3737,15107,16.3
40123,7614,1035,4394,2185,7527,16.3
40123,3226,405,1684,1137,3041,16.3
40123,5015,766,2088,2161,5054,16.3
40123,5052,788,2819,1445,4654,16.3
40127,809,152,482,175,906,22
40127,8376,1353,5496,1527,8465,22
40127,3675,434,2517,724,3589,22
40127,2430,294,1835,301,2453,22
40127,778,112,482,184,663,22
40127,5002,957,3293,752,5295,22
40127,1122,224,713,185,1207,22
40131,20162,2034,6293,11835,17810,9.1
40131,8091,1182,4739,2170,7854,9.1
40131,34444,2768,17591,14085,38268,9.1
40131,4599,601,2925,1073,4592,9.1
40131,10943,1051,6389,3503,10579,9.1
40131,3565,344,1494,1727,4684,9.1
40131,14891,1259,5192,8440,18807,9.1
40131,10645,940,6143,3562,10819,9.1
40131,10228,508,2751,6969,11637,9.1
40133,2585,455,1477,653,2593,22.6
40133,2412,547,762,1103,2233,22.6
40133,2016,790,1074,152,2255,22.6
40133,5923,975,2205,2743,5715,22.6
40133,2695,438,1744,513,2460,22.6
40133,2116,395,1224,497,2331,22.6
40133,13143,1835,8499,2809,14080,22.6
40133,3311,443,1817,1051,3511,22.6
40133,2421,385,1559,477,2524,22.6
40133,7937,2361,4174,1402,8139,22.6
40133,349,343,0,6,358,22.6
40135,2502,1005,1287,210,2504,19.6
40135,3031,640,2028,363,3199,19.6
40135,4183,768,2710,705,4016,19.6
40135,3761,604,2590,567,3406,19.6
40135,4003,582,2325,1096,4343,19.6
40135,2318,362,1478,478,2262,19.6
40135,1626,606,771,249,1580,19.6
40135,2859,573,2020,266,2731,19.6
40135,12028,1912,8173,1943,12117,19.6
40135,8629,1165,5669,1795,8666,19.6
40135,16609,2508,9982,4119,17108,19.6
40135,8514,1326,5044,2144,8240,19.6
40137,4166,203,1202,2761,5086,16.7
40137,3731,239,1975,1517,3831,16.7
40137,8875,783,5190,2902,9477,16.7
40137,29880,2936,14825,12119,35202,16.7
40137,4299,394,2451,1454,4228,16.7
40137,1043,89,727,227,975,16.7
40137,11584,1154,6685,3745,12618,16.7
40137,4590,304,1711,2575,4357,16.7
40139,1995,214,1038,743,1937,13.9
40139,23185,3847,12681,6657,22677,13.9
